name,address,disabled_man,disabled_woman,opentime,latitude,longitude,diaper,error_count
광화문(세종문화회관)역,서울특별시 종로구 세종로 1-68 5호선 광화문역(5호선),1,1,:~:,37.58626908,126.9766035,1,0
종로3가(탑골공원)역,서울특별시 종로구 돈의동 39-1 5호선 종로3가역(5호선),1,1,:~:,37.57255292,126.9903416,1,0
을지로4가역,서울특별시 중구 주교동 191 을지로4가역(5호선),1,1,:~:,37.56745141,126.9980308,1,0
동대문역사문화공원(DDP)역,서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),1,1,:~:,37.56464685,127.0055982,1,0
청구역,서울특별시 중구 신당동 295-2 청구역(5호선),1,1,:~:,37.56031112,127.0138511,1,0
신금호역,서울특별시 성동구 금호동2가 223-1 신금호역(5호선),1,1,:~:,37.55482186,127.0196723,1,0
행당역,서울특별시 성동구 행당동 317-241 행당역(5호선),1,1,:~:,37.55727844,127.029232,1,0
왕십리(성동구청)역,서울특별시 성동구 행당동 192 왕십리역(5호선),1,1,:~:,37.56122174,127.0366554,1,0
마장역,서울특별시 성동구 마장동 804 마장역(5호선),1,1,:~:,37.56720508,127.0445185,1,0
답십리역,서울특별시 성동구 용답동 99 답십리역(5호선),1,1,:~:,37.56644583,127.053181,1,0
장한평역,서울특별시 동대문구 장안동 472-3 장한평역(5호선),1,1,:~:,37.56216142,127.0606437,1,0
군자(능동)역,서울특별시 광진구 능동 275-5 군자(능동)역(5호선),1,1,:~:,37.55672985,127.0805345,1,0
아차산(어린이대공원후문)역,서울특별시 광진구 능동 256-16 5호선 아차산역(5호선),1,1,:~:,37.55404449,127.0871682,1,0
광나루(장신대)역,서울특별시 광진구 광장동 237 광나루역(5호선),1,1,:~:,37.54517034,127.103503,1,0
천호(풍납토성)역,서울특별시 강동구 천호동 455 천호역(5호선),1,1,:~:,37.53850366,127.1251117,1,0
강동역,서울특별시 강동구 천호동 447 강동역(5호선),1,1,:~:,37.53577905,127.1341276,1,0
길동역,서울특별시 강동구 길동 378 길동역(5호선),1,1,:~:,37.53781156,127.1399992,1,0
굽은다리(강동구민회관앞)역,서울특별시 강동구 명일동 345-12 굽은다리역(5호선),1,1,:~:,37.54605199,127.143168,1,0
명일역,서울특별시 강동구 명일동 312 명일역(5호선),1,1,:~:,37.55125721,127.1440007,1,0
고덕역,서울특별시 강동구 고덕동 310 고덕역(5호선),1,1,:~:,37.55562579,127.1538549,1,0
상일동역,서울특별시 강동구 상일동 148 상일동역(5호선),1,1,:~:,37.5546951,127.1569724,1,0
둔촌동역,서울특별시 강동구 둔촌동 416 둔촌동역(5호선),1,1,:~:,37.52764137,127.1361903,1,0
올림픽공원(한국체대)역,서울특별시 송파구 방이동 89-28 올림픽공원역(5호선),1,1,:~:,37.51756165,127.1363716,1,0
방이역,서울특별시 송파구 방이동 217-2 방이역(5호선),1,1,:~:,37.50754136,127.1241691,1,0
오금역,서울특별시 송파구 오금동 44-2 오금역(5호선),1,1,:~:,37.5048365,127.1257406,1,0
개롱역,서울특별시 송파구 가락동 165-2 개롱역(5호선),1,1,:~:,37.49819159,127.1320967,1,0
거여역,서울특별시 송파구 거여동 20-14 거여역(5호선),1,1,:~:,37.49503055,127.14109,1,0
마천역,서울특별시 송파구 마천동 307-4 마천역(5호선),1,1,:~:,37.49485862,127.1517884,1,0
강일역,서울특별시 강동구 상일동 산73 강일역(5호선),1,1,:~:,37.55609504,127.1761587,1,0
미사역,경기도 하남시 망월동 1122 미사역(5호선),1,1,:~:,37.56600196,127.191646,1,0
하남풍산역,경기도 하남시 덕풍동 727-3 하남풍산역(5호선),1,1,:~:,37.55501954,127.2051572,1,0
하남시청(덕풍?신장)역,경기도 하남시 덕풍동 405-1 하남시청(덕풍신장)역(5호선),1,1,:~:,37.54185188,127.2062157,1,0
하남검단산역,경기도 하남시 창우동 526 하남검단산역(5호선),1,1,:~:,37.53954796,127.2244366,1,0
응암역,서울특별시 은평구 신사동 22-15 응암역(6호선),1,1,:~:,37.59880745,126.9144819,1,0
역촌역,서울특별시 은평구 녹번동 153-31 역촌역(6호선),1,1,:~:,37.60539973,126.9236974,1,0
불광역,서울특별시 은평구 대조동 13-10 불광역(6호선),1,1,:~:,37.61034542,126.9299073,1,0
독바위역,서울특별시 은평구 불광동 13-33 독바위역(6호선),1,1,:~:,37.61837657,126.9328573,1,0
연신내역,서울특별시 은평구 갈현동 397 연신내역(6호선),1,1,:~:,37.6189326,126.920853,1,0
구산역,서울특별시 은평구 구산동 1 구산역(6호선),1,1,:~:,37.61121222,126.9171824,1,0
새절(신사)역,서울특별시 은평구 신사동 337-5 새절역(6호선),1,1,:~:,37.59115806,126.9132848,1,0
증산(명지대앞)역,서울특별시 은평구 증산동 199-8 증산역(6호선),1,1,:~:,37.583755,126.909497,1,0
디지털미디어시티역,서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),1,1,:~:,37.57745111,126.9021538,1,0
월드컵경기장(성산)역,서울특별시 마포구 성산동 420 월드컵경기장역(6호선),1,1,:~:,37.56994257,126.8990333,1,0
마포구청역,서울특별시 마포구 성산동 592 마포구청역(6호선),1,1,:~:,37.56342631,126.903357,1,0
망원역,서울특별시 마포구 망원동 378 망원역(6호선),1,1,:~:,37.55605729,126.9100339,1,0
합정역,서울특별시 마포구 합정동 414 합정역(6호선),1,1,:~:,37.54925919,126.9131909,1,0
상수역,서울특별시 마포구 상수동 309-10 상수역(6호선),1,1,:~:,37.54794311,126.9229367,1,0
광흥창(서강)역,서울특별시 마포구 창전동 145-17 광흥창역(6호선),1,1,:~:,37.54742637,126.9324767,1,0
대흥(서강대앞)역,서울특별시 마포구 대흥동 128-1 대흥역(6호선),1,1,:~:,37.54799454,126.9421531,1,0
공덕역,서울특별시 마포구 공덕동 439 공덕역(6호선),1,1,:~:,37.54352692,126.9519476,1,0
효창공원앞역,서울특별시 용산구 효창동 80 효창공원앞역(6호선),1,1,:~:,37.53962234,126.9609836,1,0
삼각지역,서울특별시 용산구 한강로1가 228-1 삼각지역(6호선),1,1,:~:,37.53465304,126.9732217,1,0
녹사평(용산구청)역,서울특별시 용산구 용산동4가 4 녹사평역(6호선),1,1,:~:,37.53444553,126.9855245,1,0
이태원역,서울특별시 용산구 이태원동 119-23 이태원역(6호선),1,1,:~:,37.53455117,126.9947286,1,0
한강진역,서울특별시 용산구 한남동 726-494 한강진역(6호선),1,1,:~:,37.54084026,127.0018631,1,0
버티고개역,서울특별시 중구 신당동 366-454 버티고개역(6호선),1,1,:~:,37.54818735,127.0070664,1,0
약수역,서울특별시 중구 신당동 369-2 약수역(6호선),1,1,:~:,37.55506287,127.0105991,1,0
청구역,서울특별시 중구 신당동 295-2 청구역(6호선),1,1,:~:,37.56031112,127.0138511,1,0
신당역,서울특별시 중구 흥인동 162-1 신당역(6호선),1,1,:~:,37.56724614,127.0162245,1,0
동묘앞역,서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),1,1,:~:,37.57164026,127.0158107,1,0
창신역,서울특별시 종로구 창신동 20-8 창신역(6호선),1,1,:~:,37.57944963,127.0151898,1,0
보문역,서울특별시 성북구 보문동1가 127-1 보문역(6호선),1,1,:~:,37.58556286,127.0195011,1,0
안암(고대병원앞)역,서울특별시 성북구 안암동5가 146-1 안암역(6호선),1,1,:~:,37.58609223,127.0293718,1,0
고려대(종암)역,서울특별시 성북구 종암동 29-18 고려대역(6호선),1,1,:~:,37.59231348,127.0362282,1,0
월곡(동덕여대)역,서울특별시 성북구 하월곡동 35-1 월곡역(6호선),1,1,:~:,37.60174974,127.0414156,1,0
상월곡(한국과학기술연구원)역,서울특별시 성북구 상월곡동 26-1 상월곡역(6호선),1,1,:~:,37.60702499,127.0497177,1,0
돌곶이역,서울특별시 성북구 석관동 349-8 돌곶이역(6호선),1,1,:~:,37.61060594,127.0571469,1,0
석계역,서울특별시 노원구 월계동 25-2 석계역(6호선),1,1,:~:,37.61526951,127.0668172,1,0
태릉입구역,서울특별시 노원구 공릉동 616-4 태릉입구역(6호선),1,1,:~:,37.61914326,127.075136,1,0
화랑대(서울여대입구)역,서울특별시 노원구 공릉동 285-2 화랑대역(6호선),1,1,:~:,37.61989588,127.083287,1,0
봉화산(서울의료원)역,서울특별시 중랑구 신내동 643-1 봉화산역(6호선),1,1,:~:,37.61586439,127.0954527,1,0
신내역,서울특별시 중랑구 신내동 19 신내역(6호선),1,1,:~:,37.61205692,127.1090575,1,0
장암역,경기도 의정부시 장암동 160-8 장암역(7호선),1,1,:~:,37.70030229,127.0529721,1,0
도봉산역,서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),1,1,:~:,37.68904779,127.046688,1,0
수락산역,서울특별시 노원구 상계동 1132-9 수락산역(7호선),1,1,:~:,37.67745485,127.0553492,1,0
마들역,서울특별시 노원구 상계동 650 마들역(7호선),1,1,:~:,37.66761762,127.0570137,1,0
노원역,서울특별시 노원구 상계동 729 노원역(7호선),1,1,:~:,37.65350815,127.0608067,1,0
중계역,서울특별시 노원구 중계동 503-3 중계역(7호선),1,1,:~:,37.64202635,127.0641084,1,0
하계역,서울특별시 노원구 하계동 273-5 하계역(7호선),1,1,:~:,37.63370212,127.0678654,1,0
공릉(서울과학기술대)역,서울특별시 노원구 공릉동 385-4 공릉역(7호선),1,1,:~:,37.62576242,127.0727483,1,0
태릉입구역,서울특별시 노원구 공릉동 616-4 태릉입구역(7호선),1,1,:~:,37.61914326,127.075136,1,0
먹골역,서울특별시 중랑구 묵동 189-5 먹골역(7호선),1,1,:~:,37.61086376,127.0777177,1,0
중화역,서울특별시 중랑구 중화동 50-3 중화역(7호선),1,1,:~:,37.60180174,127.0794203,1,0
상봉(시외버스터미널)역,서울특별시 중랑구 상봉동 100-9 상봉역(7호선),1,1,:~:,37.59704393,127.0868883,1,0
면목역,서울특별시 중랑구 면목동 282-6 면목역(7호선),1,1,:~:,37.58921901,127.0873555,1,0
사가정역,서울특별시 중랑구 면목동 495 사가정역(7호선),1,1,:~:,37.58076022,127.0886803,1,0
용마산(용마폭포공원)역,서울특별시 중랑구 면목동 1316-5 용마산역(7호선),1,1,:~:,37.57366777,127.0861348,1,0
중곡역,서울특별시 광진구 중곡동 273-2 7호선 중곡역(7호선),1,1,:~:,37.56552588,127.0840724,1,0
군자(능동)역,서울특별시 광진구 능동 275-5 군자(능동)역(7호선),1,1,:~:,37.55672985,127.0805345,1,0
어린이대공원(세종대)역,서울특별시 광진구 화양동 164-1 어린이대공원역(7호선),1,1,:~:,37.54713429,127.0739627,1,0
건대입구역,서울특별시 광진구 화양동 6-3 건대입구역(7호선),1,1,:~:,37.54029755,127.0707982,1,0
뚝섬유원지역,서울특별시 광진구 자양동 73-2 뚝섬유원지역(7호선),1,1,:~:,37.5319492,127.0670069,1,0
청담역,서울특별시 강남구 청담동 77-76 청담역(7호선),1,1,:~:,37.52405911,127.0461733,1,0
강남구청역,서울특별시 강남구 삼성동 111-44 강남구청역(7호선),1,1,:~:,37.52182274,127.0622478,1,0
학동역,서울특별시 강남구 논현동 279-67 학동역(7호선),1,1,:~:,37.51943335,127.0278163,1,0
논현역,서울특별시 강남구 논현동 279-67 논현역(7호선),1,1,:~:,37.51943335,127.0278163,1,0
반포역,서울특별시 서초구 잠원동 103 반포역(7호선),1,1,:~:,37.5083116,127.0118599,1,0
고속터미널역,서울특별시 서초구 반포동 19-11 고속터미널역(7호선),1,1,:~:,37.50484971,127.0048754,1,0
내방역,서울특별시 서초구 방배동 874-16 내방역(7호선),1,1,:~:,37.48812729,126.9932146,1,0
이수역,서울특별시 동작구 사당동 144-4 이수역(7호선),1,1,:~:,37.48554336,126.9818866,1,0
남성역,서울특별시 동작구 사당동 산25-33 남성역(7호선),1,1,:~:,37.48473662,126.9711163,1,0
숭실대입구(살피재)역,서울특별시 동작구 상도동 514 숭실대입구역(7호선),1,1,:~:,37.49582559,126.9540531,1,0
상도역,서울특별시 동작구 상도1동 702-1 상도역(중대입구역)(7호선),1,1,:~:,37.50351763,126.9472869,1,0
장승배기역,서울특별시 동작구 상도동 26-20 장승배기역(7호선),1,1,:~:,37.50527519,126.9425824,1,0
신대방삼거리역,서울특별시 동작구 대방동 406-10 신대방삼거리역(7호선),1,1,:~:,37.4996534,126.9277066,1,0
보라매역,서울특별시 동작구 대방동 466-51 보라매역(7호선),1,1,:~:,37.49927303,126.9203365,1,0
신풍역,서울특별시 영등포구 신길동 3599 신풍역(7호선),1,1,:~:,37.50030986,126.9094011,1,0
대림(구로구청)역,서울특별시 영등포구 대림동 1050-17 대림역(7호선),1,1,:~:,37.49285,126.8967958,1,0
남구로역,서울특별시 구로구 구로동 801-95 남구로역(7호선),1,1,:~:,37.48491974,126.8867121,1,0
가산디지털단지역,서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),1,1,:~:,37.48241363,126.8822402,1,0
철산역,경기도 광명시 철산동 526 철산역(7호선),1,1,:~:,37.47671,126.8699828,1,0
광명사거리역,경기도 광명시 광명동 158-211 광명사거리역(7호선),1,1,:~:,37.47980317,126.8530748,1,0
천왕역,서울특별시 구로구 천왕동 14-25 천왕역(7호선),1,1,:~:,37.48407654,126.8402789,1,0
온수(성공회대입구)역,서울특별시 구로구 온수동 119 온수역(7호선),1,1,:~:,37.49137176,126.8214295,1,0
암사역,서울특별시 강동구 암사동 501 암사역(8호선),1,1,:~:,37.5511673,127.1282088,1,0
천호(풍납토성)역,서울특별시 강동구 천호동 455 천호역(8호선),1,1,:~:,37.53850366,127.1251117,1,0
강동구청역,서울특별시 강동구 성내동 319 강동구청역(8호선),1,1,:~:,37.53067409,127.1205761,1,0
몽촌토성(평화의문)역,서울특별시 송파구 신천동 19 몽촌토성역(8호선),1,1,:~:,37.51698504,127.1107636,1,0
잠실(송파구청)역,서울특별시 송파구 신천동 7-4 잠실역(8호선),1,1,:~:,37.51491242,127.1040806,1,0
석촌역,서울특별시 송파구 석촌동 209 석촌역(8호선),1,1,:~:,37.50663686,127.1056225,1,0
송파역,서울특별시 송파구 가락동 459-4 송파역(8호선),1,1,:~:,37.49976051,127.1122306,1,0
가락시장역,서울특별시 송파구 가락동 184-23 가락시장역(8호선),1,1,:~:,37.49291477,127.1182153,1,0
문정역,서울특별시 송파구 문정동 119-4 문정역(8호선),1,1,:~:,37.48814916,127.1211573,1,0
장지역,서울특별시 송파구 장지동 201-5 장지역(8호선),1,1,:~:,37.4776282,127.1265534,1,0
복정역,서울특별시 송파구 장지동 596-21 복정역(8호선),1,1,:~:,37.470747,127.1267296,1,0
남위례역,경기도 성남시 수정구 복정동 57 남위례역(8호선),1,1,:~:,37.46307662,127.1391334,1,0
산성역,경기도 성남시 수정구 신흥동 7 산성역(8호선),1,1,:~:,37.45400477,127.1496854,1,0
남한산성입구(성남법원?검찰청)역,경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),1,1,:~:,37.45022818,127.1590681,1,0
단대오거리역,경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),1,1,:~:,37.44454047,127.1484476,1,0
신흥역,경기도 성남시 수정구 신흥동 2467 신흥역(8호선),1,1,:~:,37.44454047,127.1484476,1,0
수진역,경기도 성남시 수정구 수진동 2205-1 수진역(8호선),1,1,:~:,37.43778315,127.1404686,1,0
모란역,경기도 성남시 수정구 수진동 4518 모란역(8호선),1,1,:~:,37.43426065,127.1295723,1,0
언주역,서울특별시 강남구 논현동 279-165 언주역(9호선),1,1,:~:,37.51943335,127.0278163,1,0
선정릉역,서울특별시 강남구 삼성동 111-114 선정릉역(9호선),1,1,:~:,37.52182274,127.0622478,1,0
삼성중앙역,서울특별시 강남구 삼성동 111-147 삼성중앙역(9호선),1,1,:~:,37.52182274,127.0622478,1,0
봉은사역,서울특별시 강남구 삼성동 172 봉은사역(9호선),1,1,:~:,37.51477097,127.0632365,1,0
종합운동장역,서울특별시 송파구 잠실동 123 종합운동장역(9호선),1,1,:~:,37.51155213,127.076907,1,0
삼전역,서울특별시 송파구 잠실동 347 삼전역(9호선),1,1,:~:,37.50460718,127.0868016,1,0
석촌고분역,서울특별시 송파구 삼전동 157-1 석촌고분역(9호선),1,1,:~:,37.50257026,127.0962431,1,0
석촌역,서울특별시 송파구 석촌동 209 석촌역(9호선),1,1,:~:,37.50663686,127.1056225,1,0
송파나루역,서울특별시 송파구 방이동 2 송파나루역(9호선),1,1,:~:,37.51096447,127.1127361,1,0
한성백제역,서울특별시 송파구 방이동 88-17 한성백제역(9호선),1,1,:~:,37.52103148,127.1161651,1,0
올림픽공원(한국체대)역,서울특별시 송파구 방이동 89-28 올림픽공원역(9호선),1,1,:~:,37.51756165,127.1363716,1,0
둔촌오륜역,서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),1,1,:~:,37.5179518,127.1423159,1,0
중앙보훈병원역,서울특별시 강동구 둔촌동 8-1 중앙보훈병원역(9호선),1,1,:~:,37.52835474,127.1483459,1,0
